# 02805 shared playground — week 4 release (frozen snapshot, 2026-09-15)
# Philosophers on English Wikipedia, born before 1900: everyone in the seven lists
# 'List of philosophers born in the centuries BC' ... 'born in the 19th century'
# (redirects resolved). 1444 philosophers. era = the list they appear in;
# subfields = any of Wikipedia's subfield lists they are also on. node_id matches
# week4_philosophers_edges.tsv.
node_id	name	wikidata_id	url	era	subfields	description
Pierre_d'Ailly	Pierre d'Ailly	Q318580	https://en.wikipedia.org/wiki/Pierre_d%27Ailly	11th through 14th centuries		Pierre d'Ailly was a French theologian, astrologer and cardinal of the Catholic Church.
Pietro_Pomponazzi	Pietro Pomponazzi	Q318787	https://en.wikipedia.org/wiki/Pietro_Pomponazzi	15th and 16th centuries		Pietro Pomponazzi was an Italian philosopher.
Pietro_Ubaldi	Pietro Ubaldi	Q1751663	https://en.wikipedia.org/wiki/Pietro_Ubaldi	19th century		Pietro Ubaldi was an Italian philosopher, theologian and teacher.
Pietro_d'Abano	Pietro d'Abano	Q313174	https://en.wikipedia.org/wiki/Pietro_d%27Abano	11th through 14th centuries		Pietro d'Abano, also known as Petrus de Apono, Petrus Aponensis or Peter of Abano, was an Italian philosopher, astrologer, and professor of medicine in Padua.
Pillai_Lokacharya	Pillai Lokacharya	Q7194114	https://en.wikipedia.org/wiki/Pillai_Lokacharya	11th through 14th centuries		Vāraṇādrīśa, more commonly referred to as Pillai Lokacharya, was a prominent Sri Vaishnava leader and philosopher who authored several works important to Vishishtadvaita philosophy.
Pingala	Pingala	Q527384	https://en.wikipedia.org/wiki/Pingala	centuries BC		Acharya Pingala was an ancient Indian scholar, poet, grammarian and mathematician whose master work Chandaḥśāstra, also called the Pingala Sutras, is the foundational text of Chandas—one of the six Vedāngas of traditional Indian scholarship.
Pippalada	Pippalada	Q3520660	https://en.wikipedia.org/wiki/Pippalada	centuries BC		Pippalada was a sage and philosopher in Hindu tradition.
Plato	Plato	Q859	https://en.wikipedia.org/wiki/Plato	centuries BC	aestheticians, epistemologists, ethicists, logicians, metaphysicians, social and political philosophers	Plato was an ancient Greek philosopher of Classical Athens who is most commonly considered the foundational thinker of the Western philosophical tradition.
Plotinus	Plotinus	Q134189	https://en.wikipedia.org/wiki/Plotinus	1st through 10th centuries	aestheticians, metaphysicians	Plotinus was an ancient Greek philosopher, born and raised in Roman Egypt.
Plutarch	Plutarch	Q41523	https://en.wikipedia.org/wiki/Plutarch	1st through 10th centuries		Plutarch was a Greek and later Roman Middle Platonist philosopher, historian, biographer, essayist, and priest at the Temple of Apollo in Delphi.
Polyaenus_of_Lampsacus	Polyaenus of Lampsacus	Q740432	https://en.wikipedia.org/wiki/Polyaenus_of_Lampsacus	centuries BC		Polyaenus of Lampsacus, also spelled Polyenus, was an ancient Greek mathematician and a friend of Epicurus.
Pope_Gregory_I	Pope Gregory I	Q42827	https://en.wikipedia.org/wiki/Pope_Gregory_I	1st through 10th centuries		Pope Gregory I, commonly known as Saint Gregory the Great, was the 64th Bishop of Rome from 3 September 590 until his death on 12 March 604.
Pope_Sylvester_II	Pope Sylvester II	Q172383	https://en.wikipedia.org/wiki/Pope_Sylvester_II	1st through 10th centuries		Pope Sylvester II, originally known as Gerbert of Aurillac, was a scholar and teacher who served as the bishop of Rome and led the Papal States from 999 until his death in 1003.
Porphyry_of_Tyre	Porphyry of Tyre	Q203445	https://en.wikipedia.org/wiki/Porphyry_of_Tyre	1st through 10th centuries	logicians, metaphysicians	Porphyry was a Phoenician Neoplatonic philosopher born in Tyre, Roman Phoenicia during Roman rule.
Posidonius	Posidonius	Q185770	https://en.wikipedia.org/wiki/Posidonius	centuries BC		Posidonius (; Ancient Greek: Ποσειδώνιος Poseidṓnios; "of Apamea" or "of Rhodes"; c.
Prabhācandra	Prabhācandra	Q17009647	https://en.wikipedia.org/wiki/Prabh%C4%81candra	11th through 14th centuries		Prabhācandra was a Śvetāmbara monk, grammarian, biographer, philosopher and author of several philosophical books on Jainism.
Prabhākara	Prabhākara	Q15632651	https://en.wikipedia.org/wiki/Prabh%C4%81kara	1st through 10th centuries		Prabhakara active c. 6th century was an Indian philosopher-grammarian in the Mīmāṃsā tradition of Kerala.
Proclus	Proclus	Q271809	https://en.wikipedia.org/wiki/Proclus	1st through 10th centuries	metaphysicians	Proclus Lycius, called Proclus the Successor, was a Greek Neoplatonic philosopher, one of the last major classical philosophers of late antiquity.
Prodicus	Prodicus	Q297402	https://en.wikipedia.org/wiki/Prodicus	centuries BC	ethicists	Prodicus of Ceos was a Greek philosopher, and part of the first generation of Sophists.
Profiat_Duran	Profiat Duran	Q461521	https://en.wikipedia.org/wiki/Profiat_Duran	11th through 14th centuries		Profiat Duran, full Hebrew name Isaac ben Moses haLevi) was a Jewish apologist/polemicist, philosopher, physician, grammarian, and controversialist in the 14th century.
Protagoras	Protagoras	Q169243	https://en.wikipedia.org/wiki/Protagoras	centuries BC	epistemologists	Protagoras was a pre-Socratic Greek philosopher and rhetorical theorist.
Prudentius_of_Troyes	Prudentius of Troyes	Q2578734	https://en.wikipedia.org/wiki/Prudentius_of_Troyes	1st through 10th centuries		Prudentius was bishop of Troyes, a chronicler and an opponent of Hincmar of Reims in the controversy on predestination.
Pseudo-Dionysius_the_Areopagite	Pseudo-Dionysius the Areopagite	Q312816	https://en.wikipedia.org/wiki/Pseudo-Dionysius_the_Areopagite	1st through 10th centuries	metaphysicians	Pseudo-Dionysius the Areopagite was a Greek author, Christian theologian and Neoplatonic philosopher of the late 5th to early 6th century, who wrote a set of works known as the Corpus Areopagiticum or Corpus Dionysiacum.
Ptolemy	Ptolemy	Q34943	https://en.wikipedia.org/wiki/Ptolemy	1st through 10th centuries		Claudius Ptolemy, better known mononymously as Ptolemy, was a Greco-Roman mathematician, astronomer, astrologer, geographer, and music theorist who wrote about a dozen scientific treatises, three of which were important to later Byzantine, Islamic, and Western European science.
Purana_Kassapa	Purana Kassapa	Q6142462	https://en.wikipedia.org/wiki/Purana_Kassapa	centuries BC		Purana Kassapa was an Indian ascetic teacher who lived around the 6th century BCE, contemporaneous with Mahavira and Shakyamuni Buddha.
Pyotr_Chaadayev	Pyotr Chaadayev	Q471220	https://en.wikipedia.org/wiki/Pyotr_Chaadayev	18th century		Pyotr or Petr Yakovlevich Chaadayev was a Russian philosopher.
Pyotr_Lavrov	Pyotr Lavrov	Q337628	https://en.wikipedia.org/wiki/Pyotr_Lavrov	19th century		Pyotr Lavrovich Lavrov was a prominent Russian political theorist of Narodism, philosopher, publicist, revolutionary, sociologist, and historian.
Pyrrho	Pyrrho	Q192313	https://en.wikipedia.org/wiki/Pyrrho	centuries BC	epistemologists	Pyrrho of Elis was a Greek philosopher of Classical antiquity, credited as being the first Greek skeptic philosopher and founder of Pyrrhonism.
Pythagoras	Pythagoras	Q10261	https://en.wikipedia.org/wiki/Pythagoras	centuries BC	metaphysicians	Pythagoras of Samos was an ancient Ionian Greek philosopher, polymath, and the eponymous founder of Pythagoreanism.
Pāṇini	Pāṇini	Q189725	https://en.wikipedia.org/wiki/P%C4%81%E1%B9%87ini	centuries BC		Panini was an ancient Indian Sanskrit grammarian and linguist whose masterwork, the Aṣṭādhyāyī, is the foundational text of Vyākaraṇa—one of the six Vedāṅgas of ancient Indian scholarship.
Qusta_ibn_Luqa	Qusta ibn Luqa	Q1621474	https://en.wikipedia.org/wiki/Qusta_ibn_Luqa	1st through 10th centuries		Qusta ibn Luqa, also known as Costa ben Luca or Constabulus was a Melkite Christian physician, philosopher, astronomer, mathematician and translator.
R._G._Collingwood	R. G. Collingwood	Q317075	https://en.wikipedia.org/wiki/R._G._Collingwood	19th century	aestheticians	Robin George Collingwood was an English philosopher, historian and archaeologist.
Rabanus_Maurus	Rabanus Maurus	Q160441	https://en.wikipedia.org/wiki/Rabanus_Maurus	1st through 10th centuries		Rabanus Maurus Magnentius, also known as Hrabanus or Rhabanus, was a Frankish Benedictine monk, theologian, poet, encyclopedist and military writer who became archbishop of Mainz in East Francia.
Rabindranath_Tagore	Rabindranath Tagore	Q7241	https://en.wikipedia.org/wiki/Rabindranath_Tagore	19th century		Rabindranath Tagore was a Bengali poet, author, playwright, musician, composer, philosopher, social reformer, painter, and one of the foremost figures of the Bengal Renaissance.
Radulphus_Brito	Radulphus Brito	Q1222132	https://en.wikipedia.org/wiki/Radulphus_Brito	11th through 14th centuries		Radulphus Brito was an influential grammarian and philosopher, based in Paris.
Raghunatha_Shiromani	Raghunatha Shiromani	Q4387084	https://en.wikipedia.org/wiki/Raghunatha_Shiromani	15th and 16th centuries	logicians	Raghunatha Shiromani was an Indian philosopher and logician.
Ralph_Barton_Perry	Ralph Barton Perry	Q32679	https://en.wikipedia.org/wiki/Ralph_Barton_Perry	19th century		Ralph Barton Perry was an American philosopher.
Ralph_Cudworth	Ralph Cudworth	Q528261	https://en.wikipedia.org/wiki/Ralph_Cudworth	17th century		Ralph Cudworth was an English Anglican clergyman, Christian Hebraist, classicist, theologian and philosopher, and a leading figure among the Cambridge Platonists who became 11th Regius Professor of Hebrew, 26th Master of Clare Hall, and 14th Master of Christ's College.
Ralph_Waldo_Emerson	Ralph Waldo Emerson	Q48226	https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson	19th century	aestheticians	Ralph Waldo Emerson, who went by his middle name Waldo, was an American essayist, lecturer, philosopher, minister, abolitionist, and poet who led the transcendentalist movement of the mid-19th century.
Ramanuja	Ramanuja	Q1741798	https://en.wikipedia.org/wiki/Ramanuja	11th through 14th centuries	metaphysicians	Ramanuja, also known as Rāmānujācārya, was an Indian Hindu philosopher, guru and social reformer.
Ramon_Llull	Ramon Llull	Q193660	https://en.wikipedia.org/wiki/Ramon_Llull	11th through 14th centuries	logicians	Ramon Llull, sometimes anglicized as Raymond Lully, was a Catholic philosopher, theologian, poet, missionary, apologist and former knight, born in Palma de Mallorca.
Ratnakīrti	Ratnakīrti	Q22908142	https://en.wikipedia.org/wiki/Ratnak%C4%ABrti	11th through 14th centuries		Ratnakīrti was an Indian Buddhist philosopher of the Yogācāra and epistemological schools who wrote on logic, philosophy of mind and epistemology.
Ratramnus	Ratramnus	Q703858	https://en.wikipedia.org/wiki/Ratramnus	1st through 10th centuries		Ratramnus was a Frankish monk of the monastery of Corbie, near Amiens in northern France, and a Carolingian theologian known best for his writings on the Eucharist and predestination.
Reinhold_Niebuhr	Reinhold Niebuhr	Q358561	https://en.wikipedia.org/wiki/Reinhold_Niebuhr	19th century	ethicists	Karl Paul Reinhold Niebuhr was an American Mainline Protestant theologian in the Reformed tradition, ethicist, commentator on politics and public affairs, and professor at Union Theological Seminary for more than 30 years.
Remigius_of_Auxerre	Remigius of Auxerre	Q1383306	https://en.wikipedia.org/wiki/Remigius_of_Auxerre	1st through 10th centuries		Remigius of Auxerre was a Benedictine monk during the Carolingian period, a teacher of Latin grammar, and a prolific author of commentaries on classical Greek and Latin texts.
Renn_Hampden	Renn Hampden	Q7313296	https://en.wikipedia.org/wiki/Renn_Hampden	18th century		Renn Dickson Hampden was a British Anglican clergyman of evangelical sympathy who contested the supporters of Tractarianism whilst he taught at the University of Oxford between 1829 and 1846.
René_Descartes	René Descartes	Q9191	https://en.wikipedia.org/wiki/Ren%C3%A9_Descartes	15th and 16th centuries	epistemologists, logicians, metaphysicians	René Descartes was a French philosopher, mathematician, and scientist whose work was foundational to mathematics and modern philosophy.
Richard_Avenarius	Richard Avenarius	Q76516	https://en.wikipedia.org/wiki/Richard_Avenarius	19th century		Richard Heinrich Ludwig Avenarius was a French-born German-Swiss philosopher.
Richard_Bentley	Richard Bentley	Q712899	https://en.wikipedia.org/wiki/Richard_Bentley	17th century		Richard Bentley was an English classical scholar, critic, Anglican cleric, and theologian.
Richard_Brinkley	Richard Brinkley	Q3430572	https://en.wikipedia.org/wiki/Richard_Brinkley	11th through 14th centuries	logicians	Richard Brinkley was an English Franciscan scholastic philosopher and theologian.
Richard_Burthogge	Richard Burthogge	Q139238	https://en.wikipedia.org/wiki/Richard_Burthogge	17th century		Richard Burthogge of Devon, England, was a physician, magistrate and philosopher.
Richard_Cumberland_(philosopher)	Richard Cumberland (philosopher)	Q2706259	https://en.wikipedia.org/wiki/Richard_Cumberland_(philosopher)	17th century		Richard Cumberland (15 July 1631 – 9 October 1718) was an English philosopher, and Bishop of Peterborough from 1691.
Richard_Dedekind	Richard Dedekind	Q76556	https://en.wikipedia.org/wiki/Richard_Dedekind	19th century		Julius Wilhelm Richard Dedekind was a German mathematician who made important contributions to number theory, abstract algebra, and the axiomatic foundations of arithmetic.
Richard_Hooker	Richard Hooker	Q443783	https://en.wikipedia.org/wiki/Richard_Hooker	15th and 16th centuries		Richard Hooker was an English priest in the Church of England, Anglican divine, and an influential theologian.
Richard_Kilvington	Richard Kilvington	Q468950	https://en.wikipedia.org/wiki/Richard_Kilvington	11th through 14th centuries	logicians	Richard Kilvington was an English scholastic theologian and philosopher at the University of Oxford.
Richard_Kroner	Richard Kroner	Q85018	https://en.wikipedia.org/wiki/Richard_Kroner	19th century		Richard Kroner was a German neo-Hegelian philosopher, known for his Von Kant bis Hegel, a history of German idealism written from a neo-Hegelian point of view.
Richard_Overton_(Leveller)	Richard Overton (Leveller)	Q7328211	https://en.wikipedia.org/wiki/Richard_Overton_(Leveller)	15th and 16th centuries		Richard Overton was an English pamphleteer and Leveller during the Civil War and Interregnum.
Richard_Payne_Knight	Richard Payne Knight	Q833886	https://en.wikipedia.org/wiki/Richard_Payne_Knight	18th century		Richard Payne Knight of Downton Castle in Herefordshire, and of 5 Soho Square, London, England, was a classical scholar, connoisseur, archaeologist and numismatist best known for his theories of picturesque beauty and for his interest in ancient phallic imagery.
Richard_Price	Richard Price	Q561101	https://en.wikipedia.org/wiki/Richard_Price	18th century	ethicists	Richard Price was a British moral philosopher, Nonconformist minister and mathematician.
Richard_Rufus_of_Cornwall	Richard Rufus of Cornwall	Q2038445	https://en.wikipedia.org/wiki/Richard_Rufus_of_Cornwall	11th through 14th centuries		Richard Rufus was a Cornish Franciscan scholastic philosopher and theologian.
Richard_of_Middleton	Richard of Middleton	Q446656	https://en.wikipedia.org/wiki/Richard_of_Middleton	11th through 14th centuries		Richard of Middleton was a member of the Franciscan Order, a theologian, and scholastic philosopher.
Richard_of_Saint_Victor	Richard of Saint Victor	Q1344799	https://en.wikipedia.org/wiki/Richard_of_Saint_Victor	11th through 14th centuries		Richard of Saint Victor was a Medieval Scottish philosopher and theologian and one of the most influential religious thinkers of his time.
Robert_Adamson_(philosopher)	Robert Adamson (philosopher)	Q3314970	https://en.wikipedia.org/wiki/Robert_Adamson_(philosopher)	19th century		Robert Adamson was a Scottish philosopher and Professor of Logic at the University of Glasgow.
Robert_Alyngton	Robert Alyngton	Q7341485	https://en.wikipedia.org/wiki/Robert_Alyngton	11th through 14th centuries		Robert Alyngton was an English philosopher who developed new logical, semantic, metaphysical, and ontological theories in 14th century thought.
Robert_Aspland	Robert Aspland	Q7341632	https://en.wikipedia.org/wiki/Robert_Aspland	18th century		Robert Aspland was an English Unitarian minister, editor and activist.
Robert_Blakey_(writer)	Robert Blakey (writer)	Q18527057	https://en.wikipedia.org/wiki/Robert_Blakey_(writer)	18th century		Robert Blakey was an English writer and academic and an early Chartist radical and journalist.
Robert_Boyle	Robert Boyle	Q43393	https://en.wikipedia.org/wiki/Robert_Boyle	17th century		Robert Boyle was an Anglo-Irish natural philosopher, chemist, physicist, alchemist and inventor.
Robert_Buchanan_(playwright)	Robert Buchanan (playwright)	Q17423417	https://en.wikipedia.org/wiki/Robert_Buchanan_(playwright)	18th century		Robert Buchanan was a Scottish minister and Professor of Logic and Rhetoric at the University of Glasgow, known as a dramatist and poet.
Robert_Desgabets	Robert Desgabets	Q3434946	https://en.wikipedia.org/wiki/Robert_Desgabets	17th century		Robert Desgabets was a French Cartesian philosopher and Benedictine prior, born in Ancemont.
Robert_Filmer	Robert Filmer	Q707787	https://en.wikipedia.org/wiki/Robert_Filmer	15th and 16th centuries	social and political philosophers	Sir Robert Filmer was an English political theorist who defended the divine right of kings.
Robert_Flint_(theologian)	Robert Flint (theologian)	Q3938271	https://en.wikipedia.org/wiki/Robert_Flint_(theologian)	19th century		Robert Flint, commonly referred to as Professor Flint was a Scottish theologian and philosopher who wrote also on sociology.
Robert_Fludd	Robert Fludd	Q453697	https://en.wikipedia.org/wiki/Robert_Fludd	15th and 16th centuries		Robert Fludd, also known as Robertus de Fluctibus, was a prominent English Paracelsian physician with both scientific and occult interests.
Robert_Grosseteste	Robert Grosseteste	Q256541	https://en.wikipedia.org/wiki/Robert_Grosseteste	11th through 14th centuries		Robert Grosseteste, also known as Robert Greathead or Robert of Lincoln, was an English statesman, scholastic philosopher, theologian, scientist and Bishop of Lincoln.
Robert_Holcot	Robert Holcot	Q7345564	https://en.wikipedia.org/wiki/Robert_Holcot	11th through 14th centuries		Robert Holcot, OP was an English Dominican scholastic philosopher, theologian and influential Biblical scholar.
Robert_Joseph_Pothier	Robert Joseph Pothier	Q666880	https://en.wikipedia.org/wiki/Robert_Joseph_Pothier	17th century		Robert Joseph Pothier was a French jurist.
Robert_Kilwardby	Robert Kilwardby	Q1364372	https://en.wikipedia.org/wiki/Robert_Kilwardby	11th through 14th centuries	logicians	Robert Kilwardby OP was an Archbishop of Canterbury in England and a cardinal.
Roberto_Ardigò	Roberto Ardigò	Q1803058	https://en.wikipedia.org/wiki/Roberto_Ardig%C3%B2	19th century		Roberto Felice Ardigò was an Italian philosopher.
Rodolphus_Agricola	Rodolphus Agricola	Q365557	https://en.wikipedia.org/wiki/Rodolphus_Agricola	15th and 16th centuries	logicians	Rodolphus Agricola was a Dutch humanist scholar recognized as the "father of Northern European humanism" for his role in introducing the Italian Renaissance's intellectual disciplines to the North.
Roger_Bacon	Roger Bacon	Q171677	https://en.wikipedia.org/wiki/Roger_Bacon	11th through 14th centuries	epistemologists, metaphysicians	Roger Bacon, also known by the scholastic accolade Doctor Mirabilis, was a medieval English polymath, philosopher, scientist, theologian and Franciscan friar who placed considerable emphasis on the study of nature through empiricism.
Roger_Joseph_Boscovich	Roger Joseph Boscovich	Q310757	https://en.wikipedia.org/wiki/Roger_Joseph_Boscovich	18th century		Roger Joseph Boscovich was a physicist, astronomer, mathematician, philosopher, diplomat, poet, theologian, Jesuit priest, and a polymath from the Republic of Ragusa.
Roger_Marston	Roger Marston	Q2838721	https://en.wikipedia.org/wiki/Roger_Marston	11th through 14th centuries		Roger Marston was an English Franciscan scholastic philosopher and theologian.
Roman_Ingarden	Roman Ingarden	Q355355	https://en.wikipedia.org/wiki/Roman_Ingarden	19th century		Roman Witold Ingarden was a Polish philosopher who worked in aesthetics, ontology, and phenomenology.
Rosa_Luxemburg	Rosa Luxemburg	Q7231	https://en.wikipedia.org/wiki/Rosa_Luxemburg	19th century	social and political philosophers	Rosa Luxemburg was a Polish and naturalised-German Marxist theorist and revolutionary.
Roscellinus	Roscellinus	Q297435	https://en.wikipedia.org/wiki/Roscellinus	11th through 14th centuries		Roscelin of Compiègne, better known by his Latinized name Roscellinus Compendiensis or Rucelinus, was a French philosopher and theologian, often regarded as the founder of nominalism.
Roscoe_Pound	Roscoe Pound	Q1149723	https://en.wikipedia.org/wiki/Roscoe_Pound	19th century		Nathan Roscoe Pound was an American legal scholar and educator.
Roy_Wood_Sellars	Roy Wood Sellars	Q4177579	https://en.wikipedia.org/wiki/Roy_Wood_Sellars	19th century		Roy Wood Sellars was a Canadian-born American philosopher of critical perceptual realism and religious humanism, and a proponent of naturalistic emergent evolution.
Ruan_Ji	Ruan Ji	Q142683	https://en.wikipedia.org/wiki/Ruan_Ji	1st through 10th centuries		Ruan Ji, courtesy name Sizong, was a Chinese musician, poet, and military officer who lived in the late Eastern Han dynasty and Three Kingdoms period.
Rudolf_Bultmann	Rudolf Bultmann	Q76327	https://en.wikipedia.org/wiki/Rudolf_Bultmann	19th century		Rudolf Karl Bultmann was a German Lutheran theologian and professor of the New Testament at the University of Marburg.
Rudolf_Carnap	Rudolf Carnap	Q76519	https://en.wikipedia.org/wiki/Rudolf_Carnap	19th century	logicians	Paul Rudolf Carnap was a German philosopher and logician who was active in Europe before 1935 and in the United States thereafter.
Rudolf_Christoph_Eucken	Rudolf Christoph Eucken	Q47695	https://en.wikipedia.org/wiki/Rudolf_Christoph_Eucken	19th century	ethicists	Rudolf Christoph Eucken was a German philosopher.
Rudolf_Haym	Rudolf Haym	Q66880	https://en.wikipedia.org/wiki/Rudolf_Haym	19th century		Rudolf Haym was a German philosopher. He was born in Grünberg in Prussia, and died in St.
Rudolf_Otto	Rudolf Otto	Q76748	https://en.wikipedia.org/wiki/Rudolf_Otto	19th century		Rudolf Otto was a German Lutheran theologian, philosopher, and comparative religionist.
Rudolf_Steiner	Rudolf Steiner	Q78484	https://en.wikipedia.org/wiki/Rudolf_Steiner	19th century	epistemologists	Rudolf Joseph Lorenz Steiner was an Austrian New Age guru, philosopher, occultist, social reformer, architect, esotericist, and claimed clairvoyant and speaker with the dead.
Rudolf_von_Jhering	Rudolf von Jhering	Q62605	https://en.wikipedia.org/wiki/Rudolf_von_Jhering	19th century		Caspar Rudolph von Jhering was a German jurist.
Rudolph_Goclenius	Rudolph Goclenius	Q64272	https://en.wikipedia.org/wiki/Rudolph_Goclenius	15th and 16th centuries		Rudolph Goclenius the Elder was a German scholastic philosopher.
Réginald_Garrigou-Lagrange	Réginald Garrigou-Lagrange	Q1342881	https://en.wikipedia.org/wiki/R%C3%A9ginald_Garrigou-Lagrange	19th century	metaphysicians	Réginald Marie Garrigou-Lagrange was a French Dominican friar, philosopher and theologian.
Saadia_Gaon	Saadia Gaon	Q328748	https://en.wikipedia.org/wiki/Saadia_Gaon	1st through 10th centuries		Saʿadia ben Yosef Gaon or Said bin Yusuf al-Fayyumi was a prominent rabbi, gaon, Jewish philosopher, and exegete who was active in the Abbasid Caliphate.
Salomon_Maimon	Salomon Maimon	Q465763	https://en.wikipedia.org/wiki/Salomon_Maimon	18th century		Salomon Maimon was a philosopher born of Lithuanian Jewish parentage in the Grand Duchy of Lithuania, present-day Belarus.
Samuel_Alexander	Samuel Alexander	Q379900	https://en.wikipedia.org/wiki/Samuel_Alexander	19th century		Samuel Alexander was an Australian-born British philosopher.
Samuel_Bailey	Samuel Bailey	Q3305906	https://en.wikipedia.org/wiki/Samuel_Bailey	18th century	ethicists	Samuel Bailey was a British philosopher, economist and writer.
Samuel_Bold	Samuel Bold	Q7410942	https://en.wikipedia.org/wiki/Samuel_Bold	17th century		Samuel Bolde or Bold was an English clergyman and controversialist, a supporter of the arguments of John Locke for religious toleration.
Samuel_Butler_(novelist)	Samuel Butler (novelist)	Q312829	https://en.wikipedia.org/wiki/Samuel_Butler_(novelist)	19th century		Samuel Butler was an English novelist and critic, best known for the satirical utopian novel Erewhon and the semi-autobiographical novel The Way of All Flesh.
Samuel_Clarke	Samuel Clarke	Q381073	https://en.wikipedia.org/wiki/Samuel_Clarke	17th century		Samuel Clarke was an English philosopher and Anglican priest.
Samuel_Heywood_(chief_justice)	Samuel Heywood (chief justice)	Q7411685	https://en.wikipedia.org/wiki/Samuel_Heywood_(chief_justice)	18th century		Samuel Heywood was an English serjeant-at-law and a Chief Justice of the Carmarthen Circuit of Wales.
Samuel_Johnson	Samuel Johnson	Q183266	https://en.wikipedia.org/wiki/Samuel_Johnson	18th century		Samuel Johnson, often called Dr Johnson, was an English writer and polymath who made lasting contributions as a poet, playwright, essayist, moralist, literary critic, sermonist, biographer, editor, and lexicographer.
Samuel_Johnson_(pamphleteer)	Samuel Johnson (pamphleteer)	Q7411864	https://en.wikipedia.org/wiki/Samuel_Johnson_(pamphleteer)	17th century		Samuel Johnson was an English clergyman and political writer, sometimes called "the Whig Johnson" to distinguish him from the author and lexicographer of the same name, who was a Tory in politics and lived after him.
Samuel_Taylor_Coleridge	Samuel Taylor Coleridge	Q82409	https://en.wikipedia.org/wiki/Samuel_Taylor_Coleridge	18th century	social and political philosophers	Samuel Taylor Coleridge was an English poet, literary critic, philosopher, and theologian who was a founder of the Romantic Movement in England and a member of the Lake Poets with his friend William Wordsworth.
Samuel_ibn_Tibbon	Samuel ibn Tibbon	Q338123	https://en.wikipedia.org/wiki/Samuel_ibn_Tibbon	11th through 14th centuries		Samuel ben Judah ibn Tibbon, more commonly known as Samuel ibn Tibbon, was a Jewish philosopher and doctor who lived and worked in Provence, later part of France.
Samuel_von_Pufendorf	Samuel von Pufendorf	Q57186	https://en.wikipedia.org/wiki/Samuel_von_Pufendorf	17th century		Samuel von Pufendorf was a German jurist, political philosopher, economist and historian.
Sanjaya_Belatthiputta	Sanjaya Belatthiputta	Q1229185	https://en.wikipedia.org/wiki/Sanjaya_Belatthiputta	centuries BC		Sañjaya Belatthiputra, was an Indian ascetic philosopher who lived around the 7th-6th century BC in the region of Magadha.
Sarvepalli_Radhakrishnan	Sarvepalli Radhakrishnan	Q156349	https://en.wikipedia.org/wiki/Sarvepalli_Radhakrishnan	19th century		Sarvepalli Radhakrishnan was an Indian academic, philosopher and statesman who served as the Vice President of India from 1952 to 1962 and President of India from 1962 to 1967.
Sedulius_Scottus	Sedulius Scottus	Q2609522	https://en.wikipedia.org/wiki/Sedulius_Scottus	1st through 10th centuries	logicians	Sedulius Scotus or Scottus was an Irish monk, teacher, Latin grammarian, and scriptural commentator who lived in the 9th century.
Semyon_Frank	Semyon Frank	Q981959	https://en.wikipedia.org/wiki/Semyon_Frank	19th century		Semyon Lyudvigovich Frank was a Russian philosopher.
Seneca_the_Younger	Seneca the Younger	Q2054	https://en.wikipedia.org/wiki/Seneca_the_Younger	centuries BC		Lucius Annaeus Seneca the Younger, usually known mononymously as Seneca, was a Stoic philosopher of Ancient Rome, a statesman, a dramatist, and in one work a satirist from the post-Augustan age of Latin literature.
Sengzhao	Sengzhao	Q724293	https://en.wikipedia.org/wiki/Sengzhao	1st through 10th centuries		Sengzhao was a Chinese Buddhist philosopher from Later Qin.
Sergei_Bulgakov	Sergei Bulgakov	Q332535	https://en.wikipedia.org/wiki/Sergei_Bulgakov	19th century		Sergei Nikolayevich Bulgakov was a Russian Orthodox theologian, priest, philosopher, and economist.
Sextus_Empiricus	Sextus Empiricus	Q236594	https://en.wikipedia.org/wiki/Sextus_Empiricus	1st through 10th centuries	epistemologists	Sextus Empiricus was a Greek Pyrrhonist philosopher and Empiric school physician with Roman citizenship.
Shadworth_Hodgson	Shadworth Hodgson	Q5808548	https://en.wikipedia.org/wiki/Shadworth_Hodgson	19th century	metaphysicians	Shadworth Hollway Hodgson, FBA was an English philosopher.
Shah_Waliullah_Dehlawi	Shah Waliullah Dehlawi	Q392835	https://en.wikipedia.org/wiki/Shah_Waliullah_Dehlawi	18th century		Qutb ud-Din Ahmad ibn ʿAbd-ur-Rahim al-ʿUmari ad-Dehlawi, commonly known as Shah Waliullah Dehlawi, was an Islamic Sunni scholar and Sufi reformer who contributed to the Islamic revival in the Indian subcontinent and is seen by his followers as a renewer.
Shalva_Nutsubidze	Shalva Nutsubidze	Q3651294	https://en.wikipedia.org/wiki/Shalva_Nutsubidze	19th century		Shalva Nutsubidze was a Georgian philosopher, cultural historian, rustvelologist, literary critic, translator, public figure, one of the founders of scientific school in the field of history of Georgian philosophy, one of the founders and prorector of the Tbilisi State University, Director of the Fu
Shang_Yang	Shang Yang	Q351345	https://en.wikipedia.org/wiki/Shang_Yang	centuries BC		Shang Yang, also known as Wei Yang and originally surnamed Gongsun, was a chancellor and reformer of the State of Qin.
Shao_Yong	Shao Yong	Q722288	https://en.wikipedia.org/wiki/Shao_Yong	11th through 14th centuries		Shao Yong, courtesy name Yaofu, named Shào Kāngjié was a Chinese cosmologist, historian, philosopher, and poet who greatly influenced the development of Neo-Confucianism across China during the Song dynasty.
